Resource Category,Resource Type,Name,Description,visible,verified,tags,metricName,metricNamespace,severity,windowSize,evaluationFrequency,timeAggregation,operator,threshold,criterionType,dimensions,alertSensitivity,failingPeriods,metricMeasureColumn,resouceIdColumn,autoMitigate,references
Network,applicationGateways,ComputeUnits,Compute Units consumed,TRUE,FALSE,"auto-generated, agc-1088",ComputeUnits,Microsoft.Network/applicationGateways,2,PT5M,PT1M,Average,GreaterThan,75.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,Throughput,Number of bytes per second the Application Gateway has served,TRUE,FALSE,"auto-generated, agc-687",Throughput,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Average,GreaterThan,167772160.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,TotalRequests,Count of successful requests that Application Gateway has served,TRUE,FALSE,"auto-generated, agc-542",TotalRequests,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Total,GreaterThan,10000.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,CurrentConnections,Count of current connections established with Application Gateway,TRUE,FALSE,"auto-generated, agc-522",CurrentConnections,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Total,GreaterThan,10000.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,EstimatedBilledCapacityUnits,Estimated capacity units that will be charged,TRUE,FALSE,"auto-generated, agc-320",EstimatedBilledCapacityUnits,Microsoft.Network/applicationGateways,2,PT30M,PT15M,Average,GreaterThan,20.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,AzwafSecRule,Matched Managed Rules,TRUE,FALSE,"auto-generated, agc-311",AzwafSecRule,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Total,GreaterThan,75.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,BackendFirstByteResponseTime,"Time interval between start of establishing a connection to backend server and receiving the first byte of the response header, approximating processing time of backend server",TRUE,FALSE,"auto-generated, agc-270",BackendFirstByteResponseTime,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Average,GreaterThan,2000.0,StaticThresholdCriterion,,,,,,,
Network,expressRoutePorts,PortBitsInPerSecond,Metric Alert for ER Direct Connection BitsInPerSecond,TRUE,FALSE,alz,PortBitsInPerSecond,Microsoft.Network/expressRoutePorts,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,PortBitsOutPerSecond,Metric Alert for ER Direct Connection BitsOutPerSecond,TRUE,FALSE,alz,PortBitsOutPerSecond,Microsoft.Network/expressRoutePorts,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,LineProtocol,Metric Alert for ER Direct Connection LineProtocol,TRUE,FALSE,alz,LineProtocol,Microsoft.Network/expressRoutePorts,0,PT5M,PT5M,Average,LessThan,0.9,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,RxLightLevel - High,Metric Alert for ER Direct Connection RxLightLevel High,TRUE,FALSE,alz,RxLightLevel,Microsoft.Network/expressRoutePorts,1,PT5M,PT5M,Average,GreaterThan,0,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,RxLightLevel - Low,Metric Alert for ER Direct Connection RxLightLevel Low,TRUE,FALSE,alz,RxLightLevel,Microsoft.Network/expressRoutePorts,1,PT5M,PT5M,Average,LessThan,-10,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,TxLightLevel - High,Metric Alert for ER Direct Connection TxLightLevel High,TRUE,FALSE,alz,TxLightLevel,Microsoft.Network/expressRoutePorts,1,PT5M,PT5M,Average,GreaterThan,0,StaticThresholdCriterion,,,,,,false,
Network,expressRoutePorts,TxLightLevel - Low,Metric Alert for ER Direct Connection TxLightLevel Low,TRUE,FALSE,alz,TxLightLevel,Microsoft.Network/expressRoutePorts,1,PT5M,PT5M,Average,LessThan,-10,StaticThresholdCriterion,,,,,,false,
Network,virtualNetworks,IfUnderDDoSAttack,Metric Alert for VNet DDOS Attack,TRUE,FALSE,alz,IfUnderDDoSAttack,Microsoft.Network/virtualNetworks,1,PT5M,PT1M,Maximum,GreaterThan,0,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworks-metrics
Network,dnszones,RecordSetCapacityUtilization,Percent of Record Set capacity utilized by a DNS zone,TRUE,FALSE,"auto-generated, agc-1034",RecordSetCapacityUtilization,Microsoft.Network/dnszones,3,PT1H,PT30M,Maximum,GreaterThan,60.0,StaticThresholdCriterion,,,,,,,
Network,dnszones,QueryVolume,Number of queries served for a DNS zone,TRUE,FALSE,"auto-generated, agc-468",QueryVolume,Microsoft.Network/dnszones,2,PT1H,PT5M,Total,GreaterOrLessThan,,DynamicThresholdCriterion,,Low,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,,
Network,loadBalancers,VipAvailability,Average Load Balancer data path availability per time duration,TRUE,TRUE,alz,VipAvailability,Microsoft.Network/loadBalancers,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-loadbalancers-metrics
https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-standard-diagnostics#multi-dimensional-metrics
https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-standard-diagnostics#is-the-data-path-up-and-available-for-my-load-balancer-frontend"
Network,loadBalancers,GlobalBackendAvailability,Metric Alert for Global Backend Availability,TRUE,FALSE,alz,GlobalBackendAvailability,Microsoft.Network/loadBalancers,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-loadbalancers-metrics
Network,loadBalancers,DipAvailability,Average Load Balancer health probe status per time duration,TRUE,TRUE,alz,DipAvailability,Microsoft.Network/loadBalancers,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-loadbalancers-metrics
https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-standard-diagnostics#are-the-backend-instances-for-my-load-balancer-responding-to-probes"
Network,loadBalancers,UsedSNATPorts,Metric Alert for ALB Used SNAT Ports,TRUE,TRUE,alz,UsedSNATPorts,Microsoft.Network/loadBalancers,1,PT5M,PT1M,Average,GreaterThan,900,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-loadbalancers-metrics
https://learn.microsoft.com/en-us/azure/load-balancer/monitor-load-balancer#alerts
https://learn.microsoft.com/en-us/azure/load-balancer/load-balancer-standard-diagnostics#how-do-i-check-my-snat-port-usage-and-allocation"
Network,loadBalancers,SnatConnectionCount,Total number of new SNAT connections created within time period,TRUE,FALSE,"auto-generated, agc-3226",SnatConnectionCount,Microsoft.Network/loadBalancers,1,PT5M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""ConnectionState"", ""values"": [""Failed""]}]",,,,,false,
Network,trafficmanagerprofiles,ProbeAgentCurrentEndpointStateByProfileResourceId,"1 if an endpoint's probe status is Enabled, 0 otherwise.",TRUE,FALSE,"auto-generated, agc-5279",ProbeAgentCurrentEndpointStateByProfileResourceId,Microsoft.Network/trafficmanagerprofiles,3,PT5M,PT1M,Maximum,LessThan,1.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""EndpointName"", ""values"": [""*""]}]",,,,,,
Network,trafficmanagerprofiles,QpsByEndpoint,Number of times a Traffic Manager endpoint was returned in the given time frame,TRUE,FALSE,"auto-generated, agc-384",QpsByEndpoint,Microsoft.Network/trafficmanagerprofiles,3,P1D,PT15M,Total,LessThanOrEqual,0.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""EndpointName"", ""values"": [""*""]}]",,,,,,
Network,privateDnsZones,VirtualNetworkLinkCapacityUtilization,Percent of Virtual Network Link capacity utilized by a Private DNS zone,TRUE,FALSE,alz,VirtualNetworkLinkCapacityUtilization,Microsoft.Network/privateDnsZones,2,PT1H,PT1H,Maximum,GreaterThanOrEqual,80,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-privatednszones-metrics
Network,privateDnsZones,QueryVolume,Number of queries served for a Private DNS zone,TRUE,FALSE,alz,QueryVolume,Microsoft.Network/privateDnsZones,4,PT1H,PT1H,Total,GreaterThanOrEqual,500,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-privatednszones-metrics
Network,privateDnsZones,RecordSetCapacityUtilization,Percent of Record Set capacity utilized by a Private DNS zone,TRUE,FALSE,alz,RecordSetCapacityUtilization,Microsoft.Network/privateDnsZones,2,PT1H,PT1H,Maximum,GreaterThanOrEqual,80,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-privatednszones-metrics
Network,privateDnsZones,VirtualNetworkWithRegistrationCapacityUtilization,Percent of Virtual Network Link with auto-registration capacity utilized by a Private DNS zone,TRUE,FALSE,alz,VirtualNetworkWithRegistrationCapacityUtilization,Microsoft.Network/privateDnsZones,2,PT1H,PT1H,Maximum,GreaterThanOrEqual,80,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-privatednszones-metrics
Network,privateDnsZones,RecordSetCount,Number of Record Sets in a Private DNS zone,TRUE,FALSE,"auto-generated, agc-472",RecordSetCount,Microsoft.Network/privateDnsZones,2,PT1H,PT1H,Maximum,GreaterThan,18750.0,StaticThresholdCriterion,,,,,,,
Network,frontDoors,BackendHealthPercentage,The percentage of successful health probes from the HTTP/S proxy to backends,TRUE,FALSE,"auto-generated, agc-1986",BackendHealthPercentage,Microsoft.Network/frontdoors,1,PT5M,PT1M,Average,LessThan,80.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-frontdoors-metrics
Network,frontDoors,RequestCount,The number of client requests served by the HTTP/S proxy,TRUE,FALSE,"auto-generated, agc-383",RequestCount,Microsoft.Network/frontdoors,3,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-frontdoors-metrics
Network,frontDoors,BackendRequestLatency,The time calculated from when the request was sent by the HTTP/S proxy to the backend until the HTTP/S proxy received the last response byte from the backend,TRUE,FALSE,"auto-generated, agc-348",BackendRequestLatency,Microsoft.Network/frontdoors,3,PT5M,PT1M,Average,GreaterThan,15000.0,StaticThresholdCriterion,,,,,,,
Network,frontDoors,TotalLatency,The time calculated from when the client request was received by the HTTP/S proxy until the client acknowledged the last response byte from the HTTP/S proxy,TRUE,FALSE,"auto-generated, agc-334",TotalLatency,Microsoft.Network/frontdoors,3,PT5M,PT1M,Average,GreaterThan,25000.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-frontdoors-metrics
Network,publicIPAddresses,BytesInDDoS,Metric Alert for Public IP Address Bytes IN DDOS,TRUE,FALSE,alz,BytesInDDoS,Microsoft.Network/publicIPAddresses,4,PT5M,PT5M,Maximum,GreaterThan,8000000,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/monitor-public-ip#alerts
https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/metrics-supported#microsoftnetworkpublicipaddresses"
Network,publicIPAddresses,IfUnderDDoSAttack,Metric Alert for Public IP Address Under Attack,TRUE,TRUE,alz,IfUnderDDoSAttack,Microsoft.Network/publicIPAddresses,1,PT5M,PT5M,Maximum,GreaterThan,0,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/monitor-public-ip#alerts
https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/metrics-supported#microsoftnetworkpublicipaddresses"
Network,publicIPAddresses,PacketsInDDoS,Inbound packets DDoS,TRUE,FALSE,alz,PacketsInDDoS,Microsoft.Network/publicIPAddresses,4,PT5M,PT5M,Total,GreaterThanOrEqual,40000,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/monitor-public-ip#alerts
https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/metrics-supported#microsoftnetworkpublicipaddresses"
Network,publicIPAddresses,VipAvailability,Average IP Address availability per time duration,TRUE,FALSE,alz,VipAvailability,Microsoft.Network/publicIPAddresses,1,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/monitor-public-ip#alerts
https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/metrics-supported#microsoftnetworkpublicipaddresses"
Network,publicIPAddresses,TCPPacketsInDDoS,Inbound TCP packets DDoS,TRUE,FALSE,"auto-generated, agc-455",TCPPacketsInDDoS,Microsoft.Network/publicIPAddresses,3,PT1H,PT1M,Maximum,GreaterThanOrEqual,40000.0,StaticThresholdCriterion,,,,,,,
Network,publicIPAddresses,TCPBytesInDDoS,Inbound TCP bytes DDoS,TRUE,FALSE,"auto-generated, agc-453",TCPBytesInDDoS,Microsoft.Network/publicIPAddresses,3,PT1H,PT1M,Maximum,GreaterThan,40000.0,StaticThresholdCriterion,,,,,,,
Network,publicIPAddresses,UDPPacketsInDDoS,Inbound UDP packets DDoS,TRUE,FALSE,"auto-generated, agc-424",UDPPacketsInDDoS,Microsoft.Network/publicIPAddresses,3,PT1H,PT1M,Maximum,GreaterThanOrEqual,40000.0,StaticThresholdCriterion,,,,,,,
Network,publicIPAddresses,UDPBytesInDDoS,Inbound UDP bytes DDoS,TRUE,FALSE,"auto-generated, agc-420",UDPBytesInDDoS,Microsoft.Network/publicIPAddresses,3,PT1H,PT1M,Maximum,GreaterThanOrEqual,40000.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,flexibleServers,cpu_percent,Host CPU Percent,TRUE,FALSE,"auto-generated, agc-4594",cpu_percent,Microsoft.DBforMySQL/flexibleServers,2,PT6H,PT1H,Average,GreaterThan,95.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,flexibleServers,io_consumption_percent,Storage I/O consumption percent,TRUE,FALSE,"auto-generated, agc-3512",io_consumption_percent,Microsoft.DBforMySQL/flexibleServers,2,PT6H,PT1H,Average,GreaterThan,95.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,flexibleServers,storage_percent,Storage Percent,TRUE,FALSE,"auto-generated, agc-1889",storage_percent,Microsoft.DBforMySQL/flexibleServers,2,PT5M,PT1M,Maximum,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,flexibleServers,memory_percent,Host Memory Percent,TRUE,FALSE,"auto-generated, agc-1624",memory_percent,Microsoft.DBforMySQL/flexibleServers,3,PT5M,PT1M,Average,GreaterThan,95.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,flexibleServers,aborted_connections,Aborted Connections,TRUE,FALSE,"auto-generated, agc-1093",aborted_connections,Microsoft.DBforMySQL/flexibleServers,1,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,flexibleServers,active_connections,Active Connections,TRUE,FALSE,"auto-generated, agc-1039",active_connections,Microsoft.DBforMySQL/flexibleServers,2,PT5M,PT1M,Maximum,GreaterThan,5000.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,flexibleServers,replication_lag,Replication lag in seconds,TRUE,FALSE,"auto-generated, agc-372",replication_lag,Microsoft.DBforMySQL/flexibleServers,1,PT5M,PT1M,Maximum,GreaterThan,6000.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,flexibleServers,storage_limit,Storage Limit,TRUE,FALSE,"auto-generated, agc-331",storage_limit,Microsoft.DBforMySQL/flexibleServers,3,PT30M,PT15M,Maximum,GreaterThan,15000000000000.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,servers,cpu_percent,CPU percent,TRUE,FALSE,"auto-generated, agc-3981",cpu_percent,Microsoft.DBforMySQL/servers,3,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,servers,storage_percent,Storage percent,TRUE,FALSE,"auto-generated, agc-2620",storage_percent,Microsoft.DBforMySQL/servers,3,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,servers,memory_percent,Memory percent,TRUE,FALSE,"auto-generated, agc-2579",memory_percent,Microsoft.DBforMySQL/servers,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,servers,io_consumption_percent,IO percent,TRUE,FALSE,"auto-generated, agc-1557",io_consumption_percent,Microsoft.DBforMySQL/servers,3,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,servers,connections_failed,Failed Connections,TRUE,FALSE,"auto-generated, agc-1511",connections_failed,Microsoft.DBforMySQL/servers,3,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,servers,active_connections,Active Connections,TRUE,FALSE,"auto-generated, agc-811",active_connections,Microsoft.DBforMySQL/servers,2,PT5M,PT1M,Average,GreaterThan,1500.0,StaticThresholdCriterion,,,,,,,
DBforMySQL,servers,serverlog_storage_percent,Server Log storage percent,TRUE,FALSE,"auto-generated, agc-265",serverlog_storage_percent,Microsoft.DBforMySQL/servers,3,PT15M,PT5M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
ApiManagement,service,Requests,Gateway request metrics with multiple dimensions,TRUE,FALSE,"auto-generated, agc-3589",Requests,Microsoft.ApiManagement/service,3,PT5M,PT1M,Total,GreaterThan,1.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/application-gateway/monitor-application-gateway-reference
https://learn.microsoft.com/azure/azure-monitor/reference/tables/apimanagementgatewaylogs"
ApiManagement,service,Capacity,"Utilization metric for ApiManagement service. Note: For skus other than Premium, 'Max' aggregation will show the value as 0.",TRUE,FALSE,"auto-generated, agc-3448",Capacity,Microsoft.ApiManagement/service,3,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/application-gateway/monitor-application-gateway-reference
https://learn.microsoft.com/azure/azure-monitor/reference/tables/apimanagementgatewaylogs"
ApiManagement,service,BackendDuration,Duration of Backend Requests in milliseconds,TRUE,FALSE,"auto-generated, agc-812",BackendDuration,Microsoft.ApiManagement/service,3,PT5M,PT1M,Average,GreaterThan,10000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/application-gateway/monitor-application-gateway-reference
https://learn.microsoft.com/azure/azure-monitor/reference/tables/apimanagementgatewaylogs"
ApiManagement,service,FailedRequests,Number of failures in gateway requests - Use multi-dimension request metric with GatewayResponseCodeCategory dimension instead,TRUE,FALSE,"auto-generated, agc-702",FailedRequests,Microsoft.ApiManagement/service,3,PT5M,PT1M,Total,GreaterThan,1.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/application-gateway/monitor-application-gateway-reference
https://learn.microsoft.com/azure/azure-monitor/reference/tables/apimanagementgatewaylogs"
ApiManagement,service,Duration,Overall Duration of Gateway Requests in milliseconds,TRUE,FALSE,"auto-generated, agc-700",Duration,Microsoft.ApiManagement/service,3,PT5M,PT1M,Average,GreaterThan,3000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/application-gateway/monitor-application-gateway-reference
https://learn.microsoft.com/azure/azure-monitor/reference/tables/apimanagementgatewaylogs"
ApiManagement,service,UnauthorizedRequests,Number of unauthorized gateway requests - Use multi-dimension request metric with GatewayResponseCodeCategory dimension instead,TRUE,FALSE,"auto-generated, agc-522",UnauthorizedRequests,Microsoft.ApiManagement/service,3,PT5M,PT1M,Total,GreaterThan,1.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/application-gateway/monitor-application-gateway-reference
https://learn.microsoft.com/azure/azure-monitor/reference/tables/apimanagementgatewaylogs"
ApiManagement,service,TotalRequests,Number of gateway requests - Use multi-dimension request metric with GatewayResponseCodeCategory dimension instead,TRUE,FALSE,"auto-generated, agc-382",TotalRequests,Microsoft.ApiManagement/service,3,PT1H,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
Automation,automationAccounts,TotalJob,The total number of jobs,TRUE,FALSE,alz,TotalJob,Microsoft.Automation/automationAccounts,2,PT5M,PT1M,Average,GreaterThan,0,StaticThresholdCriterion,"[{""name"": ""Status"", ""operator"": ""Exclude"", ""values"": [""Completed""]}]",,,,,false,https://docs.microsoft.com/en-us/azure/azure-monitor/essentials/metrics-supported#microsoftautomationautomationaccounts
Automation,automationAccounts,TotalUpdateDeploymentMachineRuns,Total software update deployment machine runs in a software update deployment run,TRUE,FALSE,"auto-generated, agc-1665",TotalUpdateDeploymentMachineRuns,Microsoft.Automation/automationAccounts,2,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Status"", ""values"": [""Failed""]}]",,,,,,
Automation,automationAccounts,TotalUpdateDeploymentRuns,Total software update deployment runs,TRUE,FALSE,"auto-generated, agc-1222",TotalUpdateDeploymentRuns,Microsoft.Automation/automationAccounts,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Status"", ""values"": [""Failed""]}]",,,,,,
DataFactory,factories,PipelineFailedRuns,Failed pipeline runs metrics,TRUE,FALSE,"auto-generated, agc-75184",PipelineFailedRuns,Microsoft.DataFactory/factories,1,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-datafactory-factories-metrics
https://learn.microsoft.com/azure/data-factory/monitor-metrics-alerts"
DataFactory,factories,MaxAllowedResourceCount,Maximum allowed entities count,TRUE,FALSE,"auto-generated, agc-16734",MaxAllowedResourceCount,Microsoft.DataFactory/factories,1,PT30M,PT30M,Maximum,LessThan,2500000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-datafactory-factories-metrics
https://learn.microsoft.com/azure/data-factory/monitor-metrics-alerts"
DataFactory,factories,FactorySizeInGbUnits,Total factory size (GB unit),TRUE,FALSE,"auto-generated, agc-16557",FactorySizeInGbUnits,Microsoft.DataFactory/factories,1,PT30M,PT30M,Maximum,GreaterThan,6.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-datafactory-factories-metrics
https://learn.microsoft.com/azure/data-factory/monitor-metrics-alerts"
DataFactory,factories,MaxAllowedFactorySizeInGbUnits,Maximum allowed factory size (GB unit),TRUE,FALSE,"auto-generated, agc-16494",MaxAllowedFactorySizeInGbUnits,Microsoft.DataFactory/factories,1,PT30M,PT30M,Maximum,LessThan,8.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-datafactory-factories-metrics
https://learn.microsoft.com/azure/data-factory/monitor-metrics-alerts"
DataFactory,factories,ResourceCount,Total entities count,TRUE,FALSE,"auto-generated, agc-16399",ResourceCount,Microsoft.DataFactory/factories,1,PT30M,PT30M,Maximum,GreaterThan,1700000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-datafactory-factories-metrics
https://learn.microsoft.com/azure/data-factory/monitor-metrics-alerts"
DataFactory,factories,PipelineSucceededRuns,Succeeded pipeline runs metrics,TRUE,FALSE,"auto-generated, agc-10543",PipelineSucceededRuns,Microsoft.DataFactory/factories,0,PT15M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Name"", ""values"": [""productrecommendation""]}]",,,,,,"https://learn.microsoft.com/azure/azure-monitor/reference/supported-metrics/microsoft-datafactory-factories-metrics
https://learn.microsoft.com/azure/data-factory/monitor-metrics-alerts"
DataFactory,factories,ActivityFailedRuns,Failed activity runs metrics,TRUE,FALSE,"auto-generated, agc-8534",ActivityFailedRuns,Microsoft.DataFactory/factories,1,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
DataFactory,factories,TriggerFailedRuns,Failed trigger runs metrics,TRUE,FALSE,"auto-generated, agc-8166",TriggerFailedRuns,Microsoft.DataFactory/factories,1,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
DataFactory,factories,IntegrationRuntimeCpuPercentage,Integration runtime CPU utilization,TRUE,FALSE,"auto-generated, agc-2737",IntegrationRuntimeCpuPercentage,Microsoft.DataFactory/factories,3,PT5M,PT1M,Average,GreaterThan,95.0,StaticThresholdCriterion,,,,,,,
DataFactory,factories,PipelineElapsedTimeRuns,Elapsed Time Pipeline Runs Metrics,TRUE,FALSE,"auto-generated, agc-1568",PipelineElapsedTimeRuns,Microsoft.DataFactory/factories,3,PT30M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
DataFactory,factories,IntegrationRuntimeAvailableMemory,Integration runtime available memory,TRUE,FALSE,"auto-generated, agc-691",IntegrationRuntimeAvailableMemory,Microsoft.DataFactory/factories,3,PT5M,PT1M,Average,LessThanOrEqual,5000000000.0,StaticThresholdCriterion,,,,,,,
DataFactory,factories,ActivitySucceededRuns,Succeeded activity runs metrics,TRUE,FALSE,"auto-generated, agc-651",ActivitySucceededRuns,Microsoft.DataFactory/factories,3,PT1M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
DataFactory,factories,PipelineCancelledRuns,Cancelled pipeline runs metrics,TRUE,FALSE,"auto-generated, agc-504",PipelineCancelledRuns,Microsoft.DataFactory/factories,1,PT1M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
DataFactory,factories,IntegrationRuntimeAvailableNodeNumber,Integration runtime available node count,TRUE,FALSE,"auto-generated, agc-497",IntegrationRuntimeAvailableNodeNumber,Microsoft.DataFactory/factories,1,PT5M,PT5M,Average,LessThan,1.0,StaticThresholdCriterion,,,,,,,
DataFactory,factories,TriggerSucceededRuns,Succeeded trigger runs metrics,TRUE,FALSE,"auto-generated, agc-460",TriggerSucceededRuns,Microsoft.DataFactory/factories,4,PT1M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
DataFactory,factories,SSISIntegrationRuntimeStartFailed,Failed SSIS integration runtime start metrics,TRUE,FALSE,"auto-generated, agc-264",SSISIntegrationRuntimeStartFailed,Microsoft.DataFactory/factories,2,PT5M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
DataFactory,factories,SSISPackageExecutionFailed,Failed SSIS package execution metrics,TRUE,FALSE,"auto-generated, agc-259",SSISPackageExecutionFailed,Microsoft.DataFactory/factories,2,PT5M,PT5M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
Search,searchServices,SearchLatency,Average search latency for the search service,TRUE,FALSE,"auto-generated, agc-636, rag",SearchLatency,Microsoft.Search/searchServices,3,PT5M,PT1M,Average,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,
